smiles GAP_eV 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccccc3c3c(ccc4c5ccc6ccccc6c5c5ccccc5c43)c21 2.259 
c1ccc2cc3c(ccc4cc5c(ccc6c7ccc8cc9ccccc9cc8c7c7cc8ccccc8cc7c56)cc43)cc2c1 1.847 
c1ccc2cc3c(ccc4cc5c(ccc6c7ccc8cc9ccccc9cc8c7c7c8ccccc8ccc7c56)cc43)cc2c1 2.017 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8c(ccc9ccc%10ccccc%10c98)cc7ccc56)cc43)cc2c1 2.113 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8c(ccc9cc%10ccccc%10cc98)cc7ccc56)cc43)cc2c1 2.216 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8c(ccc9c%10ccccc%10ccc89)cc7ccc56)cc43)cc2c1 2.128 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8c(ccc9ccccc98)cc7c7ccccc7c65)cc43)cc2c1 2.233 
c1ccc2cc3c(ccc4cc5c(cc43)c3ccccc3c3c4ccc6cc7ccc8ccccc8c7cc6c4ccc53)cc2c1 2.269 
c1ccc2c(c1)ccc1cc3ccc4cc5c(ccc6c5ccc5c7cc8c(ccc9ccccc98)cc7ccc56)cc4c3cc12 2.251 
c1ccc2cc3c(ccc4cc5c(ccc6c7ccc8cc9ccc%10ccccc%10c9cc8c7c7ccccc7c56)cc43)cc2c1 2.128 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8ccc9ccccc9c8cc7c7ccccc7c65)cc43)cc2c1 2.232 
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4ccc5c(ccc6ccc7ccc8ccccc8c7c65)c4ccc3c12 2.437 
c1ccc2cc3c(ccc4cc5c(cc43)c3ccccc3c3c4ccc6cc7c(ccc8ccccc87)cc6c4ccc53)cc2c1 2.254 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7cc8ccc9ccccc9c8cc7c6cc5ccc34)cc12 2.214 
c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c(ccc4c2ccc2c5cc6ccc7ccccc7c6cc5ccc24)cc31 2.266 
c1ccc2cc3c(ccc4cc5c(ccc6c7ccc8cc9c(ccc%10ccccc%109)cc8c7c7ccccc7c56)cc43)cc2c1 2.143 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8c9ccccc9c9ccccc9c8cc7ccc56)cc43)cc2c1 2.22 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8ccc9c%10ccccc%10ccc9c8cc7ccc56)cc43)cc2c1 2.103 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8ccc9cc%10ccccc%10cc9c8cc7ccc56)cc43)cc2c1 2.152 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8ccc9ccc%10ccccc%10c9c8cc7ccc56)cc43)cc2c1 2.116 
c1ccc2cc3c(ccc4cc5c(ccc6c5c5ccccc5c5c7cc8ccccc8cc7c7ccccc7c65)cc43)cc2c1 2.088 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8ccccc8cc7c7c8ccccc8ccc7c65)cc43)cc2c1 2.096 
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4ccc5c6c7ccccc7ccc6c6ccccc6c5c4ccc3c12 2.368 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8ccccc8cc7c7cc8ccccc8cc7c65)cc43)cc2c1 2.185 
c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c7cc8ccccc8cc7c7ccc8ccccc8c7c65)cc43)cc2c1 2.124 
c1ccc2cc3c(ccc4cc5c(cc43)c3ccc4ccccc4c3c3c4ccc6cc7ccccc7cc6c4ccc53)cc2c1 2.137 
c1ccc2cc3c(ccc4cc5c(cc43)c3cc4ccccc4cc3c3c4ccc6cc7ccccc7cc6c4ccc53)cc2c1 2.188 
c1ccc2cc3c(ccc4cc5c(cc43)c3c4ccccc4ccc3c3c4ccc6cc7ccccc7cc6c4ccc53)cc2c1 2.035 
c1ccc2cc3c(ccc4cc5c(cc43)c3ccccc3c3c4ccc6cc7ccccc7cc6c4c4ccccc4c53)cc2c1 2.011 
c1ccc2cc3c(ccc4cc5c(cc43)c3ccccc3c3c5ccc4c5cc6ccccc6cc5c5ccccc5c43)cc2c1 2.262 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8c9ccccc9ccc78)cc6c5c5c6ccccc6ccc5c34)cc2c1 2.038 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8c9ccccc9ccc78)cc6c5c5ccc6ccccc6c5c34)cc2c1 2.036 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8c9ccccc9c9ccccc9c78)cc6c5c5ccccc5c34)cc2c1 1.908 
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4ccc5c(ccc6ccc7ccccc7c65)c4c4ccccc4c3c12 2.361 
c1ccc2c(c1)ccc1c3cc4ccc5c(ccc6c7cc8c(ccc9ccc%10ccccc%10c98)cc7ccc65)c4cc3ccc21 2.124 
c1ccc2c(c1)ccc1cc3c4ccccc4c4c5ccc6cc7c(ccc8c9ccccc9ccc78)cc6c5ccc4c3cc12 2.199 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7ccc8c9ccccc9ccc8c7cc6c6ccccc6c45)c3cc12 2.315 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7ccc8c9ccccc9c9ccccc9c8c7cc6ccc54)c3cc12 2.1 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7ccc8c(ccc9ccc%10ccccc%10c98)c7cc6ccc54)c3cc12 2.193 
c1ccc2c(c1)ccc1cc3ccc4c5ccc6cc7c(ccc8c9ccccc9ccc78)cc6c5c5ccccc5c4c3cc12 2.012 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1c2ccc4cc5c(ccc6c7ccccc7ccc56)cc4c2ccc31 2.195 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7c8ccccc8ccc7c6cc5c5ccccc5c43)cc12 2.284 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7c8ccccc8c8ccccc8c7c6cc5ccc34)cc12 2.088 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8ccc9ccccc9c87)c6cc5ccc34)cc12 2.167 
c1ccc2c(c1)ccc1ccc3c4ccc5c(ccc6ccc7c8ccc9ccccc9c8c8ccccc8c7c65)c4ccc3c12 2.391 
c1ccc2c(c1)ccc1cc3c(ccc4c5ccc6cc7c(ccc8c9ccccc9ccc78)cc6c5c5ccccc5c34)cc12 2.032 
c1ccc2c(c1)ccc1c3cc4ccc5c(ccc6c7cc8c9ccccc9c9ccccc9c8cc7ccc65)c4cc3ccc21 2.159 
c1ccc2c(c1)ccc1c3cc4ccc5c(ccc6c7cc8ccc9c%10ccccc%10ccc9c8cc7ccc65)c4cc3ccc21 2.113 
c1ccc2c(c1)ccc1c3cc4ccc5c(ccc6c7cc8ccc9ccc%10ccccc%10c9c8cc7ccc65)c4cc3ccc21 2.125 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(ccc6c7ccccc7c7ccccc7c56)cc4c2ccc31 2.131 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(ccc6c5ccc5ccc7ccccc7c56)cc4c2ccc31 2.23 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(ccc6c7ccccc7ccc56)cc4c2c2ccccc2c31 1.987 
c1ccc2cc3c(cc2c1)c1ccc2c4cc5ccc6c7ccccc7ccc6c5cc4ccc2c1c1ccc2ccccc2c31 2.061 
c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1c2ccc4cc5c(ccc6c7ccccc7ccc56)cc4c2ccc31 2.15 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c8ccccc8ccc7c6cc5c5ccc6ccccc6c5c43)cc2c1 2.146 
c1ccc2c(c1)ccc1ccc3c4ccc5c(ccc6ccc7c8ccc9ccc%10ccccc%10c9c8ccc7c65)c4ccc3c12 2.416 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c8ccccc8ccc7c6cc5c5c6ccccc6ccc5c43)cc2c1 2.044 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c8ccccc8c8ccccc8c7c6cc5c5ccccc5c43)cc2c1 2.24 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8ccc9ccccc9c87)c6cc5c5ccccc5c43)cc2c1 2.266 
c1ccc2cc3c(ccc4c3c3ccccc3c3c5cc6ccc7c8ccccc8ccc7c6cc5c5ccccc5c43)cc2c1 2.013 
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2c3cc4ccc5c6ccccc6ccc5c4cc3c3ccccc3c21 2.355 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c8ccccc8c8ccc9ccccc9c8c7c6cc5ccc34)cc2c1 2.088 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c8ccccc8c8c9ccccc9ccc8c7c6cc5ccc34)cc2c1 2.079 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8c7ccc7ccc9ccccc9c78)c6cc5ccc34)cc2c1 2.134 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8c9cc%10ccccc%10cc9ccc87)c6cc5ccc34)cc2c1 2.116 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8c9ccc%10ccccc%10c9ccc78)c6cc5ccc34)cc2c1 2.131 
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4ccc5c6ccccc6c6ccccc6c5c4c4ccccc4c3c12 2.388 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8c9ccccc9c9ccccc9c78)c6cc5ccc34)cc2c1 2.166 
c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccccc7c7c8ccc9ccccc9c8ccc7c6cc5ccc34)cc2c1 2.217 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8c7ccc7c9ccccc9ccc78)cc6c5c5ccccc5c34)cc2c1 2.018 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7ccc8c(ccc9c%10ccccc%10ccc98)c7cc6ccc54)c3cc12 2.193 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8c9ccccc9ccc87)c6cc5ccc34)cc12 2.167 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(ccc6c5ccc5c7ccccc7ccc56)cc4c2ccc31 2.23 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8c9ccccc9ccc87)c6cc5c5ccccc5c43)cc2c1 2.263 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c8ccc9ccccc9c8c8ccccc8c7c6cc5ccc34)cc2c1 2.125 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8c7ccc7ccc9ccccc9c78)cc6c5c5ccccc5c34)cc2c1 2.007 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c8c9ccccc9ccc8c8ccccc8c7c6cc5ccc34)cc2c1 2.105 
c1ccc2c(c1)ccc1c3ccc4ccc5c6ccc7c8ccccc8c8ccccc8c7c6ccc5c4c3c3ccccc3c21 2.339 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8ccc9c%10ccccc%10ccc9c87)c6cc5ccc34)cc2c1 2.124 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8ccc9cc%10ccccc%10cc9c87)c6cc5ccc34)cc2c1 2.153 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7c(ccc8ccc9ccc%10ccccc%10c9c87)c6cc5ccc34)cc2c1 2.152 
c1ccc2cc3c(ccc4c5ccc6cc7c8ccccc8c8ccccc8c7cc6c5c5c6ccccc6ccc5c34)cc2c1 2.067 
c1ccc2cc3c(ccc4c5ccc6cc7c8ccccc8c8ccccc8c7cc6c5c5ccc6ccccc6c5c34)cc2c1 2.047 
c1ccc2cc3c(ccc4c5ccc6cc7c8ccccc8c8ccc9ccccc9c8c7cc6c5c5ccccc5c34)cc2c1 2.07 
c1ccc2c(c1)ccc1ccc3cc4ccc5c(ccc6c7cc8c9ccccc9c9ccccc9c8cc7ccc65)c4cc3c12 2.173 
c1ccc2c(c1)ccc1cc3c4ccccc4c4c5ccc6cc7c8ccccc8c8ccccc8c7cc6c5ccc4c3cc12 2.432 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7c8ccccc8c8ccccc8c7cc6c6ccccc6c45)c3cc12 2.41 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7c8ccccc8c8ccc9ccccc9c8c7cc6ccc54)c3cc12 2.307 
c1ccc2c(c1)ccc1ccc3c4ccc5ccc6c7ccc8c9ccccc9c9ccccc9c8c7ccc6c5c4ccc3c12 2.37 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7c8ccccc8c8c9ccccc9ccc8c7cc6ccc54)c3cc12 2.298 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7c(cc6ccc54)c4ccccc4c4c5ccccc5ccc74)c3cc12 2.237 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7c(cc6ccc54)c4ccccc4c4ccc5ccccc5c47)c3cc12 2.207 
c1ccc2c(c1)ccc1cc3ccc4c5ccc6cc7c8ccccc8c8ccccc8c7cc6c5c5ccccc5c4c3cc12 2.138 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(cc4c2ccc31)c1ccccc1c1ccc2ccccc2c15 2.315 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c6ccccc6c6ccc7ccccc7c6c5cc4c2ccc31 2.232 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c6ccccc6c6ccccc6c5cc4c2c2ccccc2c31 2.115 
c1ccc2cc3c(cc2c1)c1ccc2c4cc5c6ccccc6c6ccccc6c5cc4ccc2c1c1ccc2ccccc2c31 2.111 
c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1c2ccc4cc5c6ccccc6c6ccccc6c5cc4c2ccc31 2.186 
c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccccc7c7ccccc7c6cc5c5ccc6ccccc6c5c43)cc2c1 2.225 
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4ccc5c6ccccc6c6c7ccccc7ccc6c5c4ccc3c12 2.311 
c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccccc7c7ccccc7c6cc5c5c6ccccc6ccc5c43)cc2c1 2.121 
c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccccc7c7ccc8ccccc8c7c6cc5c5ccccc5c43)cc2c1 2.25 
c1ccc2cc3c(ccc4c3ccc3c5cc6c(cc5c5ccccc5c43)c3ccccc3c3ccc4ccccc4c36)cc2c1 2.246 
c1ccc2cc3c(ccc4c3c3ccccc3c3c5cc6c7ccccc7c7ccccc7c6cc5c5ccccc5c43)cc2c1 1.999 
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2c3cc4c5ccccc5c5ccccc5c4cc3c3ccccc3c21 2.405 
c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccccc7c7ccc8ccc9ccccc9c8c7c6cc5ccc34)cc2c1 2.225 
c1ccc2cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3c4ccccc4ccc3c3ccc4ccccc4c36)cc2c1 2.15 
c1ccc2cc3c(ccc4c5ccc6cc7c(cc6c5c5ccccc5c34)c3ccccc3c3ccc4ccccc4c37)cc2c1 1.979 
c1ccc2cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3ccc4ccccc4c3c3ccc4ccccc4c63)cc2c1 2.074 
c1ccc2cc3c(ccc4c5ccc6cc7c(cc6c5c5ccccc5c34)c3ccccc3c3c4ccccc4ccc73)cc2c1 2.009 
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4ccc5c6ccccc6c6ccc7ccccc7c6c5c4ccc3c12 2.347 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(cc4c2ccc31)c1ccccc1c1c2ccccc2ccc51 2.341 
c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccccc7c7c8ccccc8ccc7c6cc5c5ccccc5c43)cc2c1 2.265 
c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccccc7c7c8ccccc8c8ccccc8c7c6cc5ccc34)cc2c1 2.16 
c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccccc7c7c(ccc8ccc9ccccc9c87)c6cc5ccc34)cc2c1 2.22 
c1ccc2cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3ccccc3c3c6ccc4ccc5ccccc5c43)cc2c1 2.18 
c1ccc2cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3ccccc3c3c4ccccc4c4ccccc4c63)cc2c1 2.084 
c1ccc2cc3c(ccc4c5ccc6cc7c8ccccc8c8c9ccccc9ccc8c7cc6c5c5ccccc5c34)cc2c1 2.03 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c6ccccc6c6c7ccccc7ccc6c5cc4c2ccc31 2.274 
c1ccc2cc3c(ccc4c3ccc3c5cc6c(cc5c5ccccc5c43)c3ccccc3c3c4ccccc4ccc63)cc2c1 2.255 
c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccc8ccccc8c7c7ccc8ccccc8c7c6cc5ccc34)cc2c1 2.136 
c1ccc2cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3ccc4ccccc4c3c3c4ccccc4ccc63)cc2c1 2.141 
c1ccc2cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3ccccc3c3ccc4ccc5ccccc5c4c36)cc2c1 2.162 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8ccccc87)cc6c5c5c(ccc6ccc7ccccc7c65)c34)cc2c1 1.999 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8ccccc87)cc6c5c5c6ccccc6c6ccccc6c5c34)cc2c1 2.069 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8ccccc87)cc6c5c5ccc6ccc7ccccc7c6c5c34)cc2c1 2.074 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8ccc9ccc%10ccccc%10c9c87)cc6c5c5ccccc5c34)cc2c1 1.976 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8ccc9ccccc9c87)cc6c5c5c6ccccc6ccc5c34)cc2c1 2.005 
c1ccc2cc3c(ccc4c5ccc6cc7c(ccc8ccc9ccccc9c87)cc6c5c5ccc6ccccc6c5c34)cc2c1 2.012 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c(ccc7ccc8ccc9ccccc9c8c76)cc5ccc34)cc12 2.182 
c1ccc2c(c1)ccc1cc3c4ccccc4c4c5ccc6cc7c(ccc8ccc9ccccc9c87)cc6c5ccc4c3cc12 2.217 
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4ccc5c6ccccc6ccc5c4c4c5ccccc5ccc4c3c12 2.267 
c1ccc2c(c1)ccc1cc3c(ccc4c3c3ccccc3c3c5cc6c(ccc7ccccc76)cc5c5ccccc5c43)cc12 2.112 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c(ccc7ccc8ccccc8c76)cc5c5ccccc5c43)cc12 2.293 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c(ccc7ccccc76)cc5c5c6ccccc6ccc5c43)cc12 2.163 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c(ccc7ccccc76)cc5c5ccc6ccccc6c5c43)cc12 2.251 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7ccc8ccccc8c7cc6c6ccc7ccccc7c6c45)c3cc12 2.25 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7ccc8ccccc8c7cc6c6c7ccccc7ccc6c45)c3cc12 2.212 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7ccc8ccc9ccccc9c8c7cc6c6ccccc6c45)c3cc12 2.322 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1c2ccc4cc5ccc6ccccc6c5cc4c2c2ccccc2c31 2.084 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1c2ccc4cc5ccc6ccc7ccccc7c6c5cc4c2ccc31 2.218 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1c3ccc2c3cc4c(ccc5ccccc54)cc3c3ccccc3c21 2.488 
c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4ccc5c6ccccc6ccc5c4c4ccc5ccccc5c4c3c12 2.223 
c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6cc7ccc8ccc9ccc%10ccccc%10c9c8c7cc6ccc54)c3cc12 2.207 
c1ccc2c(c1)ccc1cc3ccc4c5ccc6cc7c(ccc8ccc9ccccc9c87)cc6c5c5ccccc5c4c3cc12 1.981 
c1ccc2c(c1)ccc1ccc3cc4c(ccc5c4ccc4c6cc7c(ccc8ccc9ccccc9c87)cc6ccc45)cc3c12 2.143 
c1ccc2c(c1)ccc1cc3c(ccc4c5ccc6cc7ccc8ccc9ccccc9c8c7cc6c5c5ccccc5c34)cc12 2.045 
c1ccc2c(c1)ccc1cc3c(ccc4c5ccc6cc7ccc8ccccc8c7cc6c5c5ccc6ccccc6c5c34)cc12 2.146 
c1ccc2c(c1)ccc1cc3c(ccc4c5ccc6cc7ccc8ccccc8c7cc6c5c5c6ccccc6ccc5c34)cc12 2.148 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7ccccc7c6cc5c5ccc6ccccc6c5c43)cc12 2.221 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7ccccc7c6cc5c5c6ccccc6ccc5c43)cc12 2.117 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7ccc8ccccc8c7c6cc5c5ccccc5c43)cc12 2.292 
c1ccc2c(c1)ccc1cc3c(ccc4c3c3ccccc3c3c5cc6ccc7ccccc7c6cc5c5ccccc5c43)cc12 2.118 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1c2ccc4cc5c(ccc6ccc7ccccc7c65)cc4c2ccc31 2.216 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1c3ccc2c3cc4ccc5ccccc5c4cc3c3ccccc3c21 2.49 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7ccc8ccc9ccccc9c8c7c6cc5ccc34)cc12 2.18 
c1ccc2c(c1)ccc1ccc3cc4c(ccc5c4ccc4c6cc7ccc8ccc9ccccc9c8c7cc6ccc45)cc3c12 2.144 
c1ccc2c(c1)ccc1cc3c(ccc4c5ccc6cc7c8ccccc8c8ccccc8c7cc6c5c5ccccc5c34)cc12 2.164 
c1ccc2c(c1)c1ccccc1c1cc3c(ccc4c3ccc3c5cc6c7ccccc7c7ccccc7c6cc5ccc34)cc21 2.37 
c1ccc2c(c1)ccc1ccc3cc4c(ccc5c4ccc4c6cc7c8ccccc8c8ccccc8c7cc6ccc45)cc3c12 2.18 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1c2ccc4cc5c6ccccc6c6ccccc6c5cc4c2ccc31 2.422 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c7ccccc7c7ccccc7c6cc5c5ccccc5c43)cc12 2.358 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c7ccccc7c7ccc8ccccc8c7c6cc5ccc34)cc12 2.267 
c1ccc2c(c1)ccc1ccc3c(ccc4ccc5c6ccc7c(ccc8ccc9ccc%10ccccc%10c9c87)c6ccc5c43)c12 2.387 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c7ccccc7c7c8ccccc8ccc7c6cc5ccc34)cc12 2.259 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3ccccc3c3c4ccccc4ccc63)cc12 2.205 
c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6c(cc5ccc34)c3ccccc3c3ccc4ccccc4c36)cc12 2.178 
c1ccc2c(c1)ccc1cc3c(ccc4c5ccc6cc7c(ccc8ccc9ccccc9c87)cc6c5c5ccccc5c34)cc12 2.002 
c1ccc2c(c1)ccc1cc3c(ccc4c5ccc6cc7c(ccc8ccccc87)cc6c5c5c6ccccc6ccc5c34)cc12 2.139 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(ccc6ccc7ccc8ccccc8c7c65)cc4c2ccc31 2.248 
c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1c2ccc4cc5c(ccc6ccc7ccccc7c65)cc4c2ccc31 2.158 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(ccc6ccccc65)cc4c2c2c4ccccc4ccc2c31 2.173 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(ccc6ccccc65)cc4c2c2ccc4ccccc4c2c31 2.175 
c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1c2ccc4cc5c(ccc6ccccc65)cc4c2c2ccccc2c31 2.031 
c1ccc2c(c1)ccc1ccc3c(ccc4ccc5c6ccc7c8c9ccccc9ccc8c8ccccc8c7c6ccc5c43)c12 2.382 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4cc5c(ccc6ccc7ccccc7c65)cc4c2c2ccccc2c31 1.955 
c1ccc2cc3c(cc2c1)c1ccc2c4cc5ccc6ccccc6c5cc4ccc2c1c1ccc2ccc4ccccc4c2c31 2.152 
c1ccc2cc3c(cc2c1)c1ccc2c4cc5ccc6ccccc6c5cc4ccc2c1c1c2ccccc2c2ccccc2c31 2.022 
c1ccc2cc3c(cc2c1)c1ccc2c4cc5ccc6ccccc6c5cc4c4ccccc4c2c1c1ccc2ccccc2c31 2.151 
c1ccc2cc3c(cc2c1)c1ccc2c4cc5ccc6ccc7ccccc7c6c5cc4ccc2c1c1ccc2ccccc2c31 2.134 
c1ccc2cc3c(cc2c1)c1c2ccccc2ccc1c1c2ccc4cc5c(ccc6ccccc65)cc4c2c2ccccc2c31 2.08 
c1ccc2cc3c(cc2c1)c1ccc2c4cc5ccc6ccccc6c5cc4ccc2c1c1c3ccc2ccc3ccccc3c21 2.186 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7ccccc7c6cc5c5ccc6ccc7ccccc7c6c5c43)cc2c1 2.2 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7ccc8ccccc8c7c6cc5c5c6ccccc6ccc5c43)cc2c1 2.067 
c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2c3cc4ccc5ccccc5c4cc3c3c4ccccc4ccc3c21 2.172 
c1ccc2c(c1)ccc1ccc3c(ccc4c5ccc6ccc7c(ccc8ccc9ccccc9c87)c6c5c5ccccc5c34)c12 2.401 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7ccccc7c6cc5c5c6ccccc6c6ccccc6c5c43)cc2c1 2.043 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7ccccc7c6cc5c5c(ccc6ccc7ccccc7c65)c43)cc2c1 2.132 
c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7ccc8ccc9ccccc9c8c7c6cc5c5ccccc5c43)cc2c1 2.264 
